latitude,longitude,soil_type,rainfall_mm,season,area_ha,crop_name
33.695214,82.914243,Red,759,Rabi,1.15,Oilseeds
34.678989,69.485346,Loamy,694,Rabi,3.03,Wheat
23.758461,70.596586,Sandy,463,Kharif,2.46,Millets
19.33931,84.435365,Sandy,386,Kharif,0.1,Millets
23.464146,87.310582,Black (Regur),711,Kharif,1.8,Cotton
23.404148,86.28286,Loamy,553,Rabi,2.5,Wheat
8.060416,78.4766,Alluvial,785,Rabi,2.91,Wheat
21.541609,92.24424,Black (Regur),947,Kharif,2.53,Cotton
18.804653,81.482857,Clay,1272,Kharif,3.22,Rice
26.483899,71.634966,Black (Regur),599,Kharif,0.74,Oilseeds
9.335719,95.591594,Alluvial,608,Kharif,0.54,Maize
28.088603,71.787263,Red,418,Rabi,0.85,Pulses
33.187532,90.490052,Red,896,Kharif,2.34,Maize
27.250393,90.078593,Red,651,Rabi,1.19,Sugarcane
13.767099,89.074344,Red,411,Kharif,0.1,Millets
21.85707,88.482203,Alluvial,1067,Kharif,0.1,Vegetables
27.5284,87.890183,Clay,1060,Kharif,0.62,Rice
18.473934,69.565417,Alluvial,689,Rabi,0.79,Potato
31.083,88.372548,Sandy,846,Kharif,1.21,Oilseeds
26.576965,84.575607,Laterite,695,Rabi,1.17,Potato
33.478332,79.432862,Clay,1015,Kharif,2.9,Rice
25.065447,91.037284,Red,204,Kharif,3.18,Millets
23.031916,85.799916,Red,340,Kharif,2.73,Millets
28.214686,71.520937,Loamy,950,Kharif,1.28,Vegetables
17.090477,88.935834,Laterite,271,Kharif,0.8,Millets
16.281758,91.302291,Black (Regur),984,Kharif,0.47,Cotton
9.874853,82.90164,Black (Regur),816,Kharif,2.13,Cotton
17.92194,74.444136,Laterite,219,Kharif,1.74,Millets
17.5152,75.090262,Loamy,351,Rabi,0.1,Millets
33.188142,95.877136,Loamy,1488,Kharif,1.24,Sugarcane
22.143499,83.0077,Alluvial,1463,Kharif,1.03,Sugarcane
12.603357,96.210148,Sandy,328,Kharif,0.91,Millets
26.848643,92.65212,Red,351,Kharif,0.1,Pulses
28.539498,72.53576,Alluvial,847,Kharif,1.61,Maize
9.937158,92.23777,Alluvial,1294,Kharif,1.87,Jute
11.253408,68.174018,Alluvial,457,Rabi,0.1,Wheat
10.918727,91.213311,Red,580,Rabi,4.19,Pulses
8.847527,72.611542,Loamy,1107,Kharif,2.86,Sugarcane
11.962077,87.980027,Alluvial,1394,Kharif,0.1,Rice
11.887781,69.232308,Alluvial,409,Rabi,0.83,Potato
32.847525,78.143624,Loamy,842,Kharif,0.97,Maize
14.950399,71.381365,Loamy,1250,Rabi,0.1,Sugarcane
10.011476,87.814715,Alluvial,1453,Kharif,0.13,Jute
26.025507,70.951329,Alluvial,1267,Kharif,2.8,Jute
27.070099,72.495651,Alluvial,1463,Kharif,2.66,Rice
14.091957,89.824578,Alluvial,1575,Kharif,2.9,Jute
20.247344,90.855625,Loamy,411,Rabi,2.96,Potato
32.510669,73.794742,Alluvial,1446,Kharif,1.72,Rice
8.857841,85.165769,Black (Regur),919,Rabi,1.82,Potato
20.982859,90.868319,Alluvial,613,Rabi,0.49,Potato
22.03633,79.705162,Alluvial,867,Rabi,4.59,Vegetables
22.138759,81.163503,Laterite,342,Rabi,0.52,Maize
33.82732,69.192385,Clay,1165,Kharif,1.94,Rice
32.962468,78.656915,Sandy,291,Kharif,1.27,Millets
34.632139,86.690226,Alluvial,1029,Kharif,3.0,Maize
18.045661,87.273428,Black (Regur),995,Kharif,4.72,Cotton
30.474011,78.178454,Clay,619,Kharif,0.64,Maize
10.119926,86.982572,Loamy,683,Rabi,2.86,Wheat
30.307247,89.247542,Laterite,339,Kharif,1.71,Millets
14.700933,71.772611,Alluvial,843,Zaid,1.25,Vegetables
15.10214,73.311107,Sandy,201,Kharif,1.41,Millets
13.956319,85.892514,Alluvial,1092,Rabi,3.48,Vegetables
30.562462,73.365582,Sandy,898,Kharif,3.09,Oilseeds
14.319879,79.371126,Laterite,298,Kharif,1.13,Millets
24.651553,73.233954,Alluvial,402,Rabi,0.47,Wheat
11.584043,85.802502,Sandy,330,Kharif,0.81,Pulses
32.057668,88.580463,Sandy,379,Kharif,0.1,Pulses
28.388336,90.465407,Black (Regur),763,Kharif,1.92,Cotton
15.789833,93.864606,Alluvial,1387,Kharif,1.57,Rice
22.293451,79.063382,Laterite,785,Rabi,2.54,Maize
14.9749,93.221819,Sandy,406,Rabi,0.1,Pulses
23.182886,84.448099,Alluvial,739,Rabi,1.19,Potato
27.401102,89.705582,Alluvial,1129,Kharif,2.09,Maize
19.015425,77.983916,Sandy,584,Rabi,1.14,Pulses
30.120157,92.286036,Black (Regur),799,Zaid,1.67,Cotton
9.038272,79.337617,Loamy,863,Kharif,1.25,Vegetables
30.55629,86.888594,Black (Regur),1309,Kharif,0.1,Sugarcane
29.558885,83.061162,Black (Regur),698,Kharif,1.78,Cotton
10.388177,76.140138,Loamy,1472,Kharif,2.48,Sugarcane
9.886972,70.659893,Alluvial,1377,Kharif,0.92,Jute
14.223127,96.410186,Black (Regur),691,Zaid,1.08,Pulses
9.990614,76.680429,Alluvial,885,Zaid,0.84,Vegetables
34.566525,84.613474,Clay,623,Kharif,3.25,Millets
31.70564,82.21812,Laterite,484,Kharif,0.1,Millets
16.682594,96.185648,Alluvial,711,Rabi,0.61,Potato
28.591674,78.08879,Loamy,930,Rabi,1.66,Vegetables
26.785451,94.84286,Loamy,545,Rabi,2.39,Potato
30.960863,92.671874,Red,347,Kharif,3.18,Millets
24.880242,90.545204,Alluvial,1432,Kharif,0.56,Jute
31.891143,82.478758,Alluvial,1047,Zaid,2.34,Vegetables
29.979923,82.110442,Alluvial,735,Kharif,3.45,Maize
27.201726,81.572082,Alluvial,430,Rabi,0.46,Wheat
31.700656,73.520997,Alluvial,1767,Kharif,1.8,Jute
13.789643,88.671022,Loamy,1058,Kharif,2.27,Vegetables
26.865328,92.018625,Red,440,Rabi,2.77,Pulses
34.376568,72.411668,Laterite,425,Kharif,1.81,Millets
16.682499,82.355296,Red,624,Rabi,1.0,Maize
14.992966,92.749665,Loamy,1515,Kharif,2.48,Sugarcane
15.087158,68.585142,Alluvial,1075,Zaid,0.1,Vegetables
22.807052,96.891507,Red,575,Rabi,0.27,Oilseeds
24.875754,81.680686,Red,561,Kharif,0.1,Pulses
19.13125,94.758655,Loamy,602,Rabi,2.54,Potato
25.727718,76.001819,Alluvial,1390,Kharif,0.75,Sugarcane
12.601248,93.199249,Loamy,539,Rabi,0.1,Wheat
10.832756,69.881876,Loamy,650,Rabi,1.7,Wheat
12.270045,87.317564,Black (Regur),904,Kharif,2.48,Millets
31.059239,68.842853,Loamy,814,Rabi,0.28,Oilseeds
33.708583,84.182086,Loamy,730,Kharif,0.79,Vegetables
25.485906,84.637542,Loamy,550,Rabi,0.95,Oilseeds
10.462736,77.082111,Red,811,Kharif,1.52,Maize
22.715219,88.289214,Sandy,590,Kharif,1.52,Pulses
14.358423,68.212931,Black (Regur),556,Kharif,0.63,Cotton
25.764747,92.438592,Loamy,997,Rabi,1.92,Vegetables
15.476291,87.129483,Red,783,Kharif,2.72,Maize
25.51455,86.223018,Alluvial,675,Kharif,1.55,Maize
8.608599,96.683812,Black (Regur),848,Kharif,0.1,Cotton
21.573438,78.086429,Clay,1224,Kharif,1.51,Rice
28.640663,72.309591,Black (Regur),775,Kharif,2.09,Cotton
30.474395,92.433435,Red,943,Rabi,0.35,Oilseeds
13.477447,89.692022,Sandy,224,Kharif,1.35,Millets
12.361815,89.482994,Laterite,259,Kharif,1.38,Millets
32.406788,93.477901,Clay,1352,Kharif,2.78,Rice
24.079164,79.676345,Sandy,508,Kharif,2.05,Oilseeds
18.213463,70.639657,Sandy,266,Kharif,0.5,Millets
25.72581,88.68918,Alluvial,1197,Kharif,1.58,Sugarcane
17.551238,94.307981,Alluvial,846,Kharif,0.45,Maize
21.345809,80.90625,Loamy,1163,Kharif,1.6,Sugarcane
20.880855,93.596024,Red,1047,Kharif,1.35,Maize
15.242105,78.829825,Alluvial,412,Rabi,1.43,Rice
29.340456,75.044203,Black (Regur),578,Kharif,1.05,Cotton
29.057688,72.54688,Red,808,Kharif,1.05,Sugarcane
30.967817,71.828341,Clay,1291,Kharif,1.99,Rice
18.686468,82.452334,Loamy,853,Rabi,2.65,Vegetables
33.580804,74.157774,Laterite,380,Kharif,0.33,Millets
28.44563,94.267703,Loamy,659,Rabi,0.1,Potato
9.935674,76.965184,Clay,1316,Kharif,2.61,Sugarcane
22.470281,75.338509,Alluvial,781,Rabi,0.95,Wheat
17.843993,81.532257,Clay,1200,Kharif,2.79,Sugarcane
26.082127,83.750064,Alluvial,1232,Kharif,2.34,Jute
29.01507,80.702348,Loamy,921,Kharif,3.0,Pulses
14.987451,96.368727,Alluvial,592,Rabi,1.5,Potato
11.714857,94.264574,Clay,1111,Kharif,3.82,Rice
30.61428,95.113806,Alluvial,1438,Kharif,1.19,Rice
11.806225,78.828945,Loamy,699,Kharif,2.51,Vegetables
28.192314,89.345626,Alluvial,832,Rabi,1.69,Vegetables
24.368858,76.861601,Alluvial,1283,Kharif,2.91,Jute
19.943371,95.442259,Alluvial,717,Rabi,3.23,Vegetables
29.379012,79.283365,Alluvial,1403,Kharif,2.9,Jute
12.212931,87.87224,Alluvial,748,Rabi,0.1,Wheat
29.625128,72.366366,Red,485,Rabi,1.33,Pulses
21.800136,90.827842,Laterite,702,Rabi,1.6,Pulses
23.432109,97.413824,Alluvial,1250,Kharif,2.4,Jute
10.463853,87.816553,Laterite,310,Kharif,2.53,Millets
12.65452,78.316634,Clay,1239,Kharif,1.74,Rice
13.491343,79.027713,Black (Regur),873,Kharif,2.51,Cotton
31.89069,92.193952,Loamy,539,Kharif,0.54,Oilseeds
28.350357,74.250322,Sandy,881,Kharif,2.88,Maize
8.505684,85.198646,Black (Regur),658,Kharif,1.92,Cotton
15.46024,81.716344,Sandy,220,Kharif,0.1,Millets
8.524654,93.588608,Alluvial,756,Rabi,1.32,Wheat
31.836251,83.681039,Alluvial,1278,Kharif,1.18,Rice
16.385507,82.453019,Red,478,Kharif,2.42,Millets
15.586653,69.829286,Red,1325,Rabi,0.1,Rice
14.203524,78.082692,Laterite,475,Kharif,2.12,Millets
26.879391,80.311333,Alluvial,1681,Kharif,1.02,Jute
13.685825,72.088008,Alluvial,1146,Kharif,2.13,Sugarcane
35.38136,96.785419,Loamy,729,Rabi,1.22,Wheat
11.25565,77.369129,Sandy,415,Rabi,0.1,Pulses
20.182623,95.546171,Loamy,538,Rabi,3.56,Wheat
28.967306,86.053457,Black (Regur),585,Kharif,0.45,Cotton
10.185574,91.004874,Laterite,525,Kharif,0.34,Jute
21.514754,72.056625,Alluvial,740,Rabi,3.22,Potato
28.415083,97.153181,Loamy,636,Kharif,4.18,Oilseeds
26.916224,93.56986,Sandy,526,Rabi,0.1,Pulses
24.816384,89.902802,Alluvial,1405,Kharif,0.1,Rice
20.564762,93.894126,Clay,1281,Kharif,2.69,Sugarcane
25.342835,69.454216,Red,1286,Kharif,0.13,Potato
16.096542,95.111468,Red,752,Rabi,3.26,Oilseeds
11.112219,90.972569,Loamy,692,Kharif,2.16,Rice
32.656981,94.42595,Red,912,Kharif,3.05,Maize
10.507759,88.833688,Loamy,607,Kharif,1.32,Sugarcane
18.413662,79.227907,Alluvial,649,Kharif,3.59,Maize
12.918836,89.005401,Alluvial,666,Rabi,0.1,Potato
32.709903,96.332799,Red,761,Kharif,2.83,Oilseeds
24.719558,82.55727,Alluvial,772,Rabi,1.69,Wheat
14.729612,84.146577,Loamy,807,Kharif,0.76,Maize
17.598045,72.288545,Alluvial,571,Rabi,0.64,Wheat
35.327717,72.759389,Alluvial,1243,Kharif,0.1,Sugarcane
28.606707,78.625565,Sandy,563,Kharif,2.6,Pulses
19.751406,84.238897,Alluvial,1531,Kharif,3.15,Jute
13.770748,74.167004,Alluvial,846,Kharif,0.1,Wheat
24.631396,91.251453,Clay,1536,Kharif,0.84,Sugarcane
17.730967,71.826538,Loamy,832,Kharif,0.1,Maize
27.486144,96.888101,Black (Regur),755,Kharif,1.97,Cotton
19.386131,77.846872,Alluvial,643,Rabi,3.17,Potato
16.463745,82.947344,Red,385,Rabi,2.21,Pulses
34.403103,92.545262,Sandy,915,Rabi,3.03,Oilseeds
11.733232,72.583896,Red,383,Kharif,1.25,Pulses
30.965408,76.830641,Loamy,845,Rabi,1.42,Vegetables
33.195127,91.475593,Red,311,Kharif,1.8,Pulses
12.564161,85.867828,Alluvial,1294,Kharif,0.1,Jute
19.381413,82.663106,Loamy,1562,Kharif,0.61,Sugarcane
18.290931,69.103154,Sandy,874,Kharif,1.59,Oilseeds
13.230821,95.247285,Loamy,615,Rabi,2.49,Wheat
26.609725,71.915156,Alluvial,595,Rabi,3.06,Wheat
26.893939,85.531484,Laterite,485,Kharif,1.14,Millets
23.882895,77.208216,Alluvial,1514,Kharif,2.4,Jute
11.235398,72.404961,Alluvial,629,Rabi,1.1,Wheat
23.107556,75.996037,Alluvial,688,Rabi,1.17,Potato
22.86587,69.496422,Alluvial,1070,Kharif,0.99,Rice
12.922032,85.58558,Alluvial,1294,Kharif,0.29,Jute
13.449046,90.372875,Red,701,Rabi,1.17,Oilseeds
30.353403,95.130827,Red,557,Kharif,3.1,Oilseeds
11.952346,94.423175,Laterite,430,Kharif,2.67,Millets
32.266107,81.37185,Red,1092,Kharif,2.39,Maize
24.622106,71.758123,Alluvial,1312,Kharif,0.94,Sugarcane
16.308248,81.598758,Loamy,753,Rabi,0.46,Oilseeds
13.726549,88.474766,Clay,1407,Kharif,2.33,Sugarcane
26.221837,70.297885,Sandy,900,Rabi,1.63,Oilseeds
30.605634,73.197133,Sandy,536,Rabi,2.89,Pulses
26.154531,70.670724,Clay,460,Kharif,0.52,Rice
12.103452,83.672047,Alluvial,1725,Kharif,1.77,Jute
33.113117,76.984229,Loamy,959,Kharif,0.1,Vegetables
19.115429,71.762893,Alluvial,1162,Kharif,0.1,Rice
34.914146,71.2361,Sandy,401,Kharif,3.36,Pulses
18.526714,79.256169,Alluvial,1514,Kharif,2.08,Sugarcane
31.098974,72.550885,Clay,976,Rabi,1.85,Rice
26.092984,96.761763,Sandy,584,Kharif,0.53,Oilseeds
24.621812,80.558273,Laterite,406,Kharif,2.52,Pulses
19.681226,68.219185,Sandy,584,Rabi,2.91,Pulses
18.091676,96.857887,Sandy,631,Kharif,2.66,Wheat
22.476221,93.350844,Loamy,612,Rabi,1.61,Vegetables
25.343228,87.58024,Loamy,698,Rabi,0.1,Potato
22.713415,68.31811,Red,469,Kharif,1.88,Pulses
16.101994,72.941491,Alluvial,608,Rabi,0.1,Vegetables
21.011915,72.987838,Clay,1430,Kharif,3.4,Rice
11.487587,70.267437,Alluvial,608,Rabi,2.22,Potato
24.605092,94.848879,Alluvial,459,Rabi,2.22,Potato
21.335259,91.581474,Loamy,1067,Rabi,1.19,Vegetables
31.034391,90.206458,Red,427,Kharif,2.79,Millets
28.194931,78.179734,Sandy,669,Rabi,1.14,Oilseeds
21.097322,95.973427,Alluvial,585,Rabi,0.41,Potato
19.955194,76.519371,Red,351,Kharif,0.1,Millets
33.237084,86.804012,Alluvial,1326,Kharif,0.33,Jute
10.702612,87.303127,Red,441,Kharif,0.7,Millets
22.298689,87.992686,Loamy,757,Rabi,1.51,Wheat
22.444767,88.222237,Clay,1349,Kharif,2.27,Rice
33.8089,87.369863,Alluvial,583,Rabi,1.14,Wheat
11.572449,87.363642,Loamy,668,Kharif,0.98,Maize
26.163141,70.233568,Sandy,363,Kharif,2.75,Millets
15.076756,91.031573,Clay,1270,Kharif,2.22,Rice
15.278283,80.996958,Laterite,329,Kharif,2.64,Millets
22.867384,80.721981,Alluvial,476,Rabi,0.51,Wheat
23.711975,75.392592,Alluvial,1145,Kharif,1.53,Rice
18.738305,72.47242,Sandy,546,Kharif,0.85,Oilseeds
31.211352,91.037643,Clay,944,Kharif,2.67,Oilseeds
33.71366,78.588091,Sandy,489,Kharif,2.89,Millets
31.466907,78.031852,Loamy,800,Kharif,0.1,Maize
26.170187,76.816675,Alluvial,538,Rabi,0.67,Wheat
28.221415,72.128317,Sandy,487,Rabi,1.48,Pulses
25.69371,82.740682,Alluvial,1240,Kharif,1.45,Jute
27.82783,79.962482,Red,498,Kharif,0.35,Millets
12.096225,85.090699,Sandy,721,Rabi,2.86,Oilseeds
9.259547,88.688256,Loamy,577,Rabi,0.1,Wheat
30.972184,69.88675,Black (Regur),849,Kharif,1.54,Cotton
19.720815,91.93987,Alluvial,710,Rabi,4.42,Vegetables
31.001745,91.396499,Alluvial,402,Rabi,1.88,Potato
12.621398,78.912857,Alluvial,548,Rabi,1.34,Wheat
24.842141,90.941018,Loamy,542,Rabi,1.57,Wheat
32.390166,80.278556,Loamy,1016,Kharif,1.59,Maize
20.386526,75.057986,Sandy,517,Kharif,1.68,Oilseeds
25.24777,91.086199,Red,716,Kharif,1.22,Sugarcane
17.952286,90.453283,Black (Regur),759,Kharif,1.88,Cotton
11.098676,72.401914,Red,373,Kharif,1.62,Millets
25.733673,76.409403,Loamy,787,Rabi,0.1,Oilseeds
9.442556,83.852139,Laterite,751,Rabi,1.56,Cotton
23.943449,80.362455,Alluvial,1629,Kharif,3.35,Jute
28.288066,93.661646,Black (Regur),1256,Rabi,2.21,Rice
13.944542,85.97829,Red,256,Kharif,2.95,Millets
13.560799,71.752747,Red,866,Rabi,2.07,Oilseeds
28.909339,74.48568,Loamy,1026,Zaid,0.1,Vegetables
34.678736,93.222619,Black (Regur),925,Kharif,1.17,Cotton
20.72598,68.427864,Black (Regur),905,Rabi,2.57,Vegetables
34.02194,94.955764,Alluvial,1340,Kharif,2.51,Sugarcane
18.843804,91.886637,Alluvial,1448,Kharif,1.76,Sugarcane
28.124123,96.02305,Alluvial,1328,Kharif,5.93,Rice
12.449578,81.548844,Alluvial,655,Kharif,1.7,Maize
13.086008,93.710778,Alluvial,546,Rabi,0.1,Wheat
17.154919,68.965068,Loamy,931,Zaid,0.1,Vegetables
26.828292,86.303429,Laterite,317,Kharif,2.48,Millets
11.05158,78.78493,Alluvial,478,Rabi,2.79,Wheat
13.629596,96.946923,Laterite,609,Kharif,0.1,Vegetables
13.769334,89.977993,Laterite,1184,Kharif,0.65,Pulses
18.252379,81.346114,Laterite,286,Kharif,2.82,Millets
20.429406,78.860303,Loamy,646,Rabi,0.1,Wheat
10.400991,79.525134,Loamy,730,Rabi,1.34,Potato
21.64904,93.812298,Laterite,335,Kharif,1.68,Millets
21.032385,80.393834,Black (Regur),912,Kharif,1.92,Cotton
25.728481,80.144906,Red,351,Kharif,0.15,Millets
23.08289,81.511209,Loamy,626,Rabi,0.79,Potato
34.694911,90.707617,Alluvial,866,Rabi,4.43,Vegetables
22.721209,73.377275,Alluvial,737,Kharif,0.1,Maize
9.131665,77.340462,Clay,1391,Kharif,2.09,Rice
12.068466,81.228658,Red,719,Rabi,1.69,Oilseeds
33.51481,72.603571,Loamy,663,Rabi,1.42,Potato
34.664153,90.247769,Red,580,Kharif,0.1,Oilseeds
28.120114,94.555147,Alluvial,738,Rabi,1.68,Vegetables
17.828323,77.627811,Sandy,715,Rabi,1.07,Potato
22.806338,81.141013,Loamy,1197,Zaid,1.32,Oilseeds
22.067786,69.653405,Loamy,1251,Kharif,3.39,Jute
15.827885,78.364973,Sandy,905,Rabi,2.51,Oilseeds
30.101351,76.514704,Red,521,Kharif,0.34,Pulses
24.443232,72.237359,Alluvial,770,Rabi,0.1,Wheat
28.793136,70.609224,Red,780,Rabi,2.24,Oilseeds
33.158983,73.878098,Alluvial,668,Rabi,1.38,Potato
21.587763,89.825753,Sandy,473,Kharif,1.51,Millets
11.414865,87.644447,Black (Regur),926,Kharif,1.59,Cotton
15.623468,97.332822,Red,371,Rabi,2.55,Pulses
26.862603,96.740633,Loamy,463,Rabi,1.38,Potato
12.018771,81.600797,Red,337,Kharif,2.32,Pulses
9.33966,76.604091,Loamy,931,Kharif,1.32,Maize
28.697284,84.039514,Loamy,696,Rabi,0.1,Potato
17.969374,83.7654,Red,1261,Rabi,1.62,Jute
17.35861,94.868245,Alluvial,1306,Kharif,1.45,Sugarcane
34.193618,92.959058,Loamy,905,Rabi,0.91,Oilseeds
30.51823,95.240588,Red,790,Kharif,0.89,Oilseeds
22.385831,96.618288,Black (Regur),688,Kharif,1.9,Cotton
11.914882,74.683946,Loamy,400,Rabi,1.35,Wheat
21.31701,80.7218,Clay,1484,Kharif,0.11,Rice
9.190241,76.898551,Black (Regur),966,Kharif,0.1,Cotton
13.0815,78.370243,Loamy,819,Kharif,0.53,Vegetables
31.516297,91.033663,Loamy,1087,Rabi,1.27,Vegetables
13.967447,73.650652,Loamy,464,Rabi,1.39,Wheat
31.410662,82.004107,Loamy,198,Rabi,2.62,Maize
19.662526,83.170405,Loamy,681,Rabi,1.44,Wheat
28.962526,88.789562,Red,379,Kharif,2.19,Pulses
28.244797,88.267873,Sandy,549,Rabi,1.17,Pulses
32.605753,91.671874,Loamy,1347,Kharif,1.64,Millets
22.373215,87.957301,Alluvial,644,Rabi,2.44,Wheat
9.779536,96.768621,Black (Regur),861,Kharif,0.49,Cotton
21.725528,90.562102,Red,408,Kharif,3.6,Millets
21.085223,85.79338,Black (Regur),731,Zaid,1.45,Oilseeds
21.456888,74.809243,Laterite,856,Kharif,0.1,Oilseeds
18.522407,88.036529,Laterite,437,Kharif,0.1,Millets
21.535157,81.747644,Alluvial,1498,Kharif,1.56,Jute
23.032051,96.101125,Alluvial,1010,Zaid,1.09,Oilseeds
20.170294,69.061443,Alluvial,1022,Kharif,0.72,Maize
16.592641,79.477874,Red,463,Kharif,0.1,Millets
21.087554,93.203368,Sandy,866,Kharif,3.1,Pulses
29.077946,76.390907,Alluvial,1524,Kharif,2.14,Jute
8.739746,94.294615,Red,61,Kharif,3.13,Pulses
14.716294,74.921352,Loamy,611,Rabi,1.26,Potato
8.54208,77.620447,Red,415,Kharif,2.18,Pulses
20.916747,68.655975,Red,540,Rabi,2.49,Oilseeds
13.662479,82.653576,Clay,678,Rabi,2.9,Jute
21.666172,92.996356,Alluvial,409,Rabi,0.83,Potato
19.055752,74.663636,Loamy,891,Kharif,0.1,Vegetables
23.576778,83.666378,Loamy,404,Rabi,0.1,Potato
19.905038,83.928454,Sandy,492,Kharif,2.94,Millets
32.224656,86.521396,Sandy,528,Rabi,1.11,Oilseeds
22.649782,86.125458,Clay,1140,Kharif,0.73,Rice
20.718384,75.091031,Alluvial,1260,Kharif,2.72,Jute
25.433006,92.956026,Alluvial,965,Kharif,0.77,Vegetables
11.122861,73.661522,Red,510,Kharif,2.78,Pulses
13.554739,76.045003,Alluvial,1121,Kharif,0.1,Maize
34.504139,82.332338,Alluvial,1107,Kharif,0.87,Potato
32.661264,87.814326,Black (Regur),754,Kharif,0.1,Cotton
21.756835,71.558957,Alluvial,598,Rabi,0.64,Potato
14.547114,71.607167,Black (Regur),777,Kharif,0.1,Cotton
11.967642,73.167051,Loamy,627,Kharif,3.1,Oilseeds
34.089549,77.336453,Alluvial,647,Kharif,2.47,Maize
18.11283,77.091056,Sandy,444,Kharif,0.1,Millets
26.993768,91.26968,Alluvial,1773,Kharif,2.64,Jute
11.356479,93.575112,Loamy,588,Rabi,1.65,Potato
28.808368,76.773976,Red,314,Kharif,0.65,Millets
15.536004,70.36279,Alluvial,1383,Kharif,1.72,Jute
10.760878,72.730129,Loamy,1595,Kharif,2.81,Sugarcane
27.118278,90.478276,Loamy,912,Kharif,0.1,Maize
25.278148,77.254793,Sandy,255,Kharif,3.4,Millets
24.335443,80.104328,Red,975,Kharif,1.04,Maize
17.008462,76.313021,Alluvial,911,Zaid,3.73,Vegetables
33.38559,87.089647,Loamy,433,Rabi,2.21,Potato
9.369032,86.231119,Alluvial,676,Zaid,2.11,Vegetables
22.460537,90.8141,Black (Regur),547,Kharif,1.53,Cotton
30.368842,75.852984,Alluvial,981,Kharif,3.23,Vegetables
15.781599,87.977065,Black (Regur),919,Kharif,1.22,Potato
32.951526,78.904313,Alluvial,1401,Kharif,2.19,Jute
26.888442,89.04341,Loamy,1299,Kharif,1.23,Sugarcane
33.604277,81.892506,Alluvial,618,Rabi,0.33,Vegetables
9.251576,75.482878,Alluvial,1177,Kharif,1.25,Maize
9.130937,73.291481,Laterite,1457,Kharif,0.46,Maize
22.586655,72.182974,Loamy,629,Rabi,1.31,Potato
15.780451,93.869623,Sandy,379,Rabi,0.86,Pulses
28.263904,82.492606,Red,783,Kharif,0.7,Oilseeds
9.500597,73.402669,Loamy,507,Rabi,0.26,Oilseeds
35.192511,84.545208,Alluvial,648,Rabi,0.1,Wheat
31.874761,73.329321,Sandy,387,Kharif,0.11,Millets
35.445125,68.121709,Sandy,820,Kharif,1.74,Oilseeds
8.71396,88.098714,Loamy,463,Rabi,3.47,Wheat
8.794049,81.576879,Alluvial,726,Zaid,2.35,Vegetables
34.668689,87.357096,Alluvial,643,Zaid,0.1,Vegetables
9.338762,86.987499,Red,885,Rabi,0.1,Vegetables
15.017007,75.082364,Alluvial,763,Kharif,2.75,Maize
15.835737,90.200478,Loamy,472,Rabi,3.56,Potato
11.610383,87.632849,Sandy,407,Rabi,2.74,Pulses
24.509371,70.661559,Black (Regur),658,Rabi,0.66,Pulses
17.397983,81.673984,Loamy,1259,Kharif,0.1,Sugarcane
10.309178,81.812466,Red,1169,Kharif,1.6,Maize
31.142294,83.431216,Loamy,1264,Kharif,0.66,Sugarcane
19.358034,81.707367,Loamy,429,Rabi,2.42,Wheat
11.133226,87.516561,Sandy,300,Rabi,1.2,Pulses
16.633525,89.360793,Clay,732,Rabi,0.84,Maize
28.543306,85.81956,Sandy,382,Kharif,1.59,Pulses
26.034527,81.574809,Loamy,845,Kharif,1.15,Oilseeds
34.782852,78.641499,Loamy,737,Rabi,0.1,Wheat
13.247057,92.071063,Laterite,231,Kharif,0.86,Millets
19.984183,86.468745,Alluvial,966,Kharif,2.56,Maize
11.202618,94.621252,Red,572,Kharif,1.19,Oilseeds
16.107864,92.468797,Red,445,Kharif,1.58,Pulses
21.631838,85.070507,Loamy,812,Rabi,2.84,Oilseeds
24.816121,88.020704,Alluvial,1361,Kharif,1.92,Rice
23.214531,75.901542,Loamy,554,Kharif,1.73,Millets
19.996325,72.759336,Black (Regur),956,Kharif,2.22,Cotton
17.326707,85.761954,Red,363,Rabi,1.99,Pulses
33.882917,87.248756,Red,1078,Rabi,0.1,Vegetables
28.604493,87.678165,Sandy,304,Rabi,2.66,Pulses
16.350427,74.178272,Laterite,378,Kharif,2.22,Millets
31.635196,82.852628,Loamy,414,Rabi,2.2,Wheat
15.090109,78.039564,Loamy,952,Kharif,0.1,Maize
22.173155,87.749834,Loamy,608,Rabi,0.79,Wheat
24.790745,91.07361,Alluvial,1036,Rabi,1.65,Millets
33.052109,72.63246,Loamy,568,Rabi,0.1,Wheat
17.201707,72.064288,Alluvial,1434,Kharif,1.11,Rice
21.025742,76.45937,Alluvial,1399,Kharif,2.95,Jute
12.169308,90.228462,Sandy,401,Kharif,2.47,Pulses
22.194271,88.12486,Alluvial,1408,Kharif,0.1,Sugarcane
17.30335,79.848701,Red,374,Kharif,2.26,Millets
32.819056,69.70539,Alluvial,742,Rabi,0.1,Potato
27.271736,93.769618,Loamy,563,Rabi,1.42,Potato
33.312391,88.658704,Loamy,1032,Rabi,0.41,Vegetables
17.494392,91.949017,Alluvial,1441,Kharif,2.46,Rice
27.940214,89.831541,Loamy,1522,Kharif,1.29,Sugarcane
17.369494,86.752722,Black (Regur),715,Kharif,0.1,Cotton
27.979004,97.115164,Loamy,1257,Kharif,0.72,Sugarcane
28.805398,95.769619,Black (Regur),872,Kharif,0.19,Cotton
