latitude,longitude,soil_type,rainfall_mm,season,area_ha,crop_name,predicted_yield_kg_per_ha
9.365404,93.187729,Clay,1170,Zaid,0.15,Millets,1334
19.261448,68.591545,Clay,759,Zaid,0.26,Maize,3113
30.023782,74.601216,Sandy,632,Rabi,4.45,Millets,1272
31.41862,81.540442,Laterite,652,Kharif,0.1,Pulses,782
22.066627,87.539486,Clay,526,Rabi,0.89,Potato,22063
21.247807,77.920368,Red,1050,Rabi,0.79,Millets,1579
22.225574,75.088911,Alluvial,1031,Rabi,0.1,Millets,1836
27.835288,87.334317,Red,640,Kharif,2.08,Rice,2752
30.440404,78.123428,Loamy,386,Kharif,1.05,Millets,1495
31.249029,92.798841,Sandy,1028,Kharif,1.86,Potato,20519
28.980251,73.400517,Loamy,779,Rabi,0.8,Cotton,2616
19.562996,94.161885,Red,739,Kharif,3.75,Oilseeds,1090
24.048302,95.856879,Alluvial,951,Kharif,2.07,Millets,1691
19.360449,93.69005,Laterite,994,Kharif,2.67,Vegetables,16307
11.938664,93.440621,Laterite,477,Rabi,1.63,Maize,2897
8.129621,76.069072,Clay,743,Rabi,1.17,Wheat,2994
25.420907,79.900108,Black (Regur),1094,Kharif,1.69,Jute,2884
28.813313,83.665497,Alluvial,741,Rabi,0.85,Jute,2934
18.547638,85.365785,Laterite,1600,Kharif,2.33,Oilseeds,1016
22.413235,80.793124,Loamy,544,Zaid,3.66,Jute,2327
34.07232,95.08706,Black (Regur),1039,Kharif,4.93,Cotton,2308
21.877423,71.633278,Loamy,1496,Rabi,2.07,Potato,24798
9.336141,97.343067,Loamy,948,Kharif,1.18,Wheat,3122
11.398864,75.45578,Loamy,757,Kharif,0.1,Potato,24553
26.218282,75.964326,Sandy,339,Rabi,2.75,Sugarcane,60262
15.774436,91.150422,Black (Regur),972,Kharif,2.39,Sugarcane,78443
27.344511,76.71286,Alluvial,1287,Kharif,0.52,Oilseeds,1339
8.350609,70.625584,Alluvial,816,Rabi,0.9,Wheat,3756
27.897999,70.988069,Red,104,Rabi,2.39,Potato,18260
30.362406,93.787143,Clay,982,Kharif,0.51,Wheat,2701
32.48303,68.285334,Laterite,1035,Rabi,2.49,Oilseeds,1360
32.158077,70.742064,Clay,1129,Kharif,2.3,Oilseeds,1202
26.972317,82.108228,Black (Regur),942,Rabi,0.94,Rice,3988
12.383373,80.272818,Sandy,607,Kharif,0.96,Vegetables,12609
24.812357,93.445985,Clay,1167,Rabi,0.63,Oilseeds,1278
20.118917,69.868413,Loamy,772,Kharif,0.1,Vegetables,18956
34.892128,87.760409,Red,742,Kharif,0.1,Pulses,926
21.253066,87.579464,Loamy,1103,Kharif,0.2,Vegetables,16527
33.695214,82.914243,Black (Regur),980,Rabi,1.15,Oilseeds,1403
34.678989,69.485346,Laterite,500,Rabi,3.03,Wheat,2611
23.758461,70.596586,Black (Regur),1158,Kharif,2.46,Millets,1494
19.33931,84.435365,Alluvial,1100,Rabi,0.1,Millets,1831
23.464146,87.310582,Black (Regur),834,Zaid,1.8,Cotton,2121
23.404148,86.28286,Black (Regur),684,Rabi,2.5,Wheat,3231
8.060416,78.4766,Loamy,804,Zaid,2.91,Wheat,2598
21.541609,92.24424,Loamy,1222,Rabi,2.53,Cotton,2305
18.804653,81.482857,Clay,635,Kharif,3.22,Rice,3093
26.483899,71.634966,Black (Regur),599,Kharif,0.74,Oilseeds,1078
9.335719,95.591594,Clay,1364,Rabi,0.54,Maize,3289
28.088603,71.787263,Black (Regur),692,Rabi,0.85,Pulses,971
33.187532,90.490052,Red,762,Kharif,2.34,Maize,2961
27.250393,90.078593,Red,651,Rabi,1.19,Sugarcane,66239
13.767099,89.074344,Loamy,503,Kharif,0.1,Millets,1685
21.85707,88.482203,Red,926,Rabi,0.1,Vegetables,17804
27.5284,87.890183,Clay,1125,Kharif,0.62,Rice,3164
18.473934,69.565417,Alluvial,900,Kharif,0.79,Potato,26341
31.083,88.372548,Red,626,Kharif,1.21,Oilseeds,996
26.576965,84.575607,Laterite,695,Rabi,1.17,Potato,21489
33.478332,79.432862,Clay,754,Zaid,2.9,Rice,2973
25.065447,91.037284,Clay,965,Kharif,3.18,Millets,1533
23.031916,85.799916,Clay,1013,Rabi,2.73,Millets,1585
28.214686,71.520937,Alluvial,751,Kharif,1.28,Vegetables,19758
17.090477,88.935834,Laterite,1264,Kharif,0.8,Millets,1450
16.281758,91.302291,Sandy,955,Kharif,0.47,Cotton,1948
9.874853,82.90164,Black (Regur),671,Kharif,2.13,Cotton,2060
17.92194,74.444136,Clay,519,Rabi,1.74,Millets,1413
17.5152,75.090262,Loamy,351,Rabi,0.1,Millets,1823
33.188142,95.877136,Black (Regur),889,Kharif,1.24,Sugarcane,76279
22.143499,83.0077,Black (Regur),1057,Kharif,1.03,Sugarcane,65676
12.603357,96.210148,Sandy,755,Kharif,0.91,Millets,1412
26.848643,92.65212,Laterite,659,Kharif,0.1,Pulses,792
28.539498,72.53576,Black (Regur),1013,Rabi,1.61,Maize,4109
9.937158,92.23777,Red,608,Kharif,1.87,Jute,1956
11.253408,68.174018,Loamy,914,Rabi,0.1,Wheat,3393
10.918727,91.213311,Red,765,Rabi,4.19,Pulses,966
8.847527,72.611542,Laterite,484,Kharif,2.86,Sugarcane,53296
11.962077,87.980027,Clay,449,Rabi,0.1,Rice,3168
11.887781,69.232308,Sandy,192,Rabi,0.83,Potato,15501
32.847525,78.143624,Black (Regur),998,Zaid,0.97,Maize,2997
14.950399,71.381365,Loamy,1250,Rabi,0.1,Sugarcane,80452
10.011476,87.814715,Red,847,Kharif,0.13,Jute,2325
26.025507,70.951329,Sandy,1020,Kharif,2.8,Jute,2191
27.070099,72.495651,Sandy,771,Kharif,2.66,Rice,2577
14.091957,89.824578,Black (Regur),612,Kharif,2.9,Jute,2574
20.247344,90.855625,Black (Regur),1084,Rabi,2.96,Potato,28594
32.510669,73.794742,Loamy,1005,Rabi,1.72,Rice,4003
8.857841,85.165769,Black (Regur),919,Rabi,1.82,Potato,26912
20.982859,90.868319,Red,1210,Kharif,0.49,Potato,20338
22.03633,79.705162,Sandy,953,Kharif,4.59,Vegetables,14805
22.138759,81.163503,Laterite,342,Rabi,0.52,Maize,3151
33.82732,69.192385,Clay,1165,Kharif,1.94,Rice,3256
32.962468,78.656915,Black (Regur),962,Zaid,1.27,Millets,1436
34.632139,86.690226,Red,868,Rabi,3,Maize,3424
18.045661,87.273428,Clay,891,Kharif,4.72,Cotton,2106
30.474011,78.178454,Clay,619,Kharif,0.64,Maize,3003
10.119926,86.982572,Laterite,1123,Kharif,2.86,Wheat,2731
30.307247,89.247542,Black (Regur),502,Rabi,1.71,Millets,1755
14.700933,71.772611,Sandy,841,Kharif,1.25,Vegetables,13271
15.10214,73.311107,Black (Regur),846,Rabi,1.41,Millets,1936
13.956319,85.892514,Black (Regur),1170,Rabi,3.48,Vegetables,18017
30.562462,73.365582,Loamy,1125,Kharif,3.09,Oilseeds,1387
14.319879,79.371126,Alluvial,249,Kharif,1.13,Millets,1298
24.651553,73.233954,Sandy,1165,Rabi,0.47,Wheat,2525
11.584043,85.802502,Clay,1317,Kharif,0.81,Pulses,813
32.057668,88.580463,Black (Regur),1070,Kharif,0.1,Pulses,962
28.388336,90.465407,Loamy,694,Rabi,1.92,Cotton,2442
15.789833,93.864606,Black (Regur),1394,Kharif,1.57,Rice,2879
22.293451,79.063382,Laterite,785,Rabi,2.54,Maize,3277
14.9749,93.221819,Black (Regur),190,Rabi,0.1,Pulses,874
23.182886,84.448099,Laterite,683,Kharif,1.19,Potato,19102
27.401102,89.705582,Clay,1058,Rabi,2.09,Maize,3400
19.015425,77.983916,Sandy,860,Rabi,1.14,Pulses,965
30.120157,92.286036,Black (Regur),799,Zaid,1.67,Cotton,1933
9.038272,79.337617,Black (Regur),431,Rabi,1.25,Vegetables,16002
30.55629,86.888594,Black (Regur),1309,Kharif,0.1,Sugarcane,58796
29.558885,83.061162,Loamy,939,Kharif,1.78,Cotton,2338
10.388177,76.140138,Black (Regur),584,Kharif,2.48,Sugarcane,58553
9.886972,70.659893,Red,530,Rabi,0.92,Jute,2603
14.223127,96.410186,Black (Regur),691,Zaid,1.08,Pulses,808
9.990614,76.680429,Alluvial,1490,Rabi,0.84,Vegetables,16553
34.566525,84.613474,Clay,623,Kharif,3.25,Millets,1413
31.70564,82.21812,Red,257,Kharif,0.1,Millets,1185
16.682594,96.185648,Sandy,828,Kharif,0.61,Potato,18036
28.591674,78.08879,Sandy,622,Zaid,1.66,Vegetables,11090
26.785451,94.84286,Black (Regur),921,Rabi,2.39,Potato,25115
30.960863,92.671874,Red,1428,Kharif,3.18,Millets,1399
24.880242,90.545204,Sandy,1066,Zaid,0.56,Jute,1924
31.891143,82.478758,Clay,859,Zaid,2.34,Vegetables,13995
29.979923,82.110442,Sandy,558,Kharif,3.45,Maize,2561
27.201726,81.572082,Loamy,765,Kharif,0.46,Wheat,3064
31.700656,73.520997,Red,493,Kharif,1.8,Jute,2029
13.789643,88.671022,Red,633,Kharif,2.27,Vegetables,13374
26.865328,92.018625,Loamy,928,Kharif,2.77,Pulses,958
34.376568,72.411668,Clay,757,Kharif,1.81,Millets,1580
16.682499,82.355296,Red,624,Rabi,1,Maize,2897
14.992966,92.749665,Alluvial,756,Kharif,2.48,Sugarcane,75938
15.087158,68.585142,Alluvial,724,Kharif,0.1,Vegetables,18760
22.807052,96.891507,Red,739,Kharif,0.27,Oilseeds,1290
24.875754,81.680686,Laterite,462,Rabi,0.1,Pulses,868
19.13125,94.758655,Alluvial,935,Kharif,2.54,Potato,26479
25.727718,76.001819,Black (Regur),1361,Rabi,0.75,Sugarcane,73858
12.601248,93.199249,Laterite,525,Rabi,0.1,Wheat,2480
10.832756,69.881876,Black (Regur),1197,Kharif,1.7,Wheat,2842
12.270045,87.317564,Black (Regur),904,Kharif,2.48,Millets,1530
31.059239,68.842853,Loamy,1416,Kharif,0.28,Oilseeds,1277
33.708583,84.182086,Laterite,839,Zaid,0.79,Vegetables,13489
25.485906,84.637542,Sandy,258,Rabi,0.95,Oilseeds,904
10.462736,77.082111,Black (Regur),898,Kharif,1.52,Maize,3417
22.715219,88.289214,Black (Regur),859,Zaid,1.52,Pulses,946
14.358423,68.212931,Red,1137,Kharif,0.63,Cotton,1860
25.764747,92.438592,Laterite,703,Kharif,1.92,Vegetables,16050
15.476291,87.129483,Sandy,397,Rabi,2.72,Maize,2635
25.51455,86.223018,Red,636,Rabi,1.55,Maize,2890
8.608599,96.683812,Red,795,Kharif,0.1,Cotton,1831
21.573438,78.086429,Red,610,Rabi,1.51,Rice,2877
28.640663,72.309591,Red,1204,Rabi,2.09,Cotton,2368
30.474395,92.433435,Alluvial,834,Zaid,0.35,Oilseeds,1184
13.477447,89.692022,Alluvial,1237,Kharif,1.35,Millets,1892
12.361815,89.482994,Loamy,672,Zaid,1.38,Millets,1329
32.406788,93.477901,Laterite,928,Zaid,2.78,Rice,2381
24.079164,79.676345,Laterite,1406,Kharif,2.05,Oilseeds,1008
18.213463,70.639657,Laterite,793,Kharif,0.5,Millets,1292
25.72581,88.68918,Clay,638,Kharif,1.58,Sugarcane,65313
17.551238,94.307981,Loamy,794,Kharif,0.45,Maize,3447
21.345809,80.90625,Red,512,Kharif,1.6,Sugarcane,56875
20.880855,93.596024,Sandy,793,Zaid,1.35,Maize,2544
15.242105,78.829825,Alluvial,412,Rabi,1.43,Rice,3531
29.340456,75.044203,Loamy,1442,Kharif,1.05,Cotton,1953
29.057688,72.54688,Red,808,Kharif,1.05,Sugarcane,66897
30.967817,71.828341,Clay,1053,Kharif,1.99,Rice,3194
18.686468,82.452334,Sandy,889,Rabi,2.65,Vegetables,16392
33.580804,74.157774,Black (Regur),1066,Zaid,0.33,Millets,1357
28.44563,94.267703,Clay,755,Kharif,0.1,Potato,23234
9.935674,76.965184,Laterite,1295,Zaid,2.61,Sugarcane,54014
22.470281,75.338509,Loamy,542,Zaid,0.95,Wheat,2723
17.843993,81.532257,Loamy,1322,Kharif,2.79,Sugarcane,61936
26.082127,83.750064,Sandy,743,Kharif,2.34,Jute,2289
29.01507,80.702348,Loamy,921,Kharif,3,Pulses,1074
14.987451,96.368727,Black (Regur),979,Zaid,1.5,Potato,22247
11.714857,94.264574,Alluvial,1003,Kharif,3.82,Rice,3653
30.61428,95.113806,Sandy,1055,Rabi,1.19,Rice,2921
11.806225,78.828945,Sandy,890,Kharif,2.51,Vegetables,13993
28.192314,89.345626,Clay,259,Kharif,1.69,Vegetables,13617
24.368858,76.861601,Loamy,515,Rabi,2.91,Jute,2626
19.943371,95.442259,Alluvial,963,Rabi,3.23,Vegetables,22070
29.379012,79.283365,Red,736,Kharif,2.9,Jute,2395
12.212931,87.87224,Black (Regur),907,Zaid,0.1,Wheat,2623
29.625128,72.366366,Red,814,Kharif,1.33,Pulses,855
21.800136,90.827842,Laterite,702,Rabi,1.6,Pulses,964
23.432109,97.413824,Sandy,1367,Kharif,2.4,Jute,1903
10.463853,87.816553,Black (Regur),1000,Kharif,2.53,Millets,1496
12.65452,78.316634,Clay,742,Zaid,1.74,Rice,3075
13.491343,79.027713,Clay,1322,Rabi,2.51,Cotton,2157
31.89069,92.193952,Alluvial,985,Kharif,0.54,Oilseeds,1253
28.350357,74.250322,Sandy,881,Kharif,2.88,Maize,2967
8.505684,85.198646,Loamy,896,Kharif,1.92,Cotton,2399
15.46024,81.716344,Alluvial,663,Kharif,0.1,Millets,1523
8.524654,93.588608,Loamy,1254,Kharif,1.32,Wheat,3431
31.836251,83.681039,Laterite,1276,Kharif,1.18,Rice,2574
16.385507,82.453019,Loamy,740,Kharif,2.42,Millets,1633
15.586653,69.829286,Red,1325,Rabi,0.1,Rice,3072
14.203524,78.082692,Black (Regur),1150,Rabi,2.12,Millets,1860
26.879391,80.311333,Sandy,1546,Kharif,1.02,Jute,1817
13.685825,72.088008,Sandy,948,Rabi,2.13,Sugarcane,69040
35.38136,96.785419,Laterite,738,Rabi,1.22,Wheat,2943
11.25565,77.369129,Laterite,959,Rabi,0.1,Pulses,1021
20.182623,95.546171,Loamy,822,Zaid,3.56,Wheat,2647
28.967306,86.053457,Red,592,Rabi,0.45,Cotton,2059
10.185574,91.004874,Laterite,525,Kharif,0.34,Jute,1922
21.514754,72.056625,Laterite,236,Kharif,3.22,Potato,17266
28.415083,97.153181,Clay,1230,Kharif,4.18,Oilseeds,1352
26.916224,93.56986,Laterite,967,Kharif,0.1,Pulses,887
24.816384,89.902802,Sandy,604,Kharif,0.1,Rice,2432
20.564762,93.894126,Laterite,512,Kharif,2.69,Sugarcane,54323
25.342835,69.454216,Red,1286,Kharif,0.13,Potato,21775
16.096542,95.111468,Loamy,1253,Kharif,3.26,Oilseeds,1249
11.112219,90.972569,Loamy,692,Kharif,2.16,Rice,2880
32.656981,94.42595,Black (Regur),705,Kharif,3.05,Maize,3682
10.507759,88.833688,Loamy,607,Kharif,1.32,Sugarcane,68184
18.413662,79.227907,Clay,590,Kharif,3.59,Maize,2834
12.918836,89.005401,Black (Regur),805,Kharif,0.1,Potato,24868
32.709903,96.332799,Alluvial,893,Rabi,2.83,Oilseeds,1537
24.719558,82.55727,Laterite,595,Rabi,1.69,Wheat,2686
14.729612,84.146577,Sandy,987,Rabi,0.76,Maize,2920
17.598045,72.288545,Alluvial,1032,Rabi,0.64,Wheat,3236
35.327717,72.759389,Red,755,Rabi,0.1,Sugarcane,66719
28.606707,78.625565,Alluvial,812,Kharif,2.6,Pulses,1106
19.751406,84.238897,Red,1327,Kharif,3.15,Jute,2063
13.770748,74.167004,Alluvial,846,Kharif,0.1,Wheat,3223
24.631396,91.251453,Loamy,697,Kharif,0.84,Sugarcane,67692
17.730967,71.826538,Sandy,854,Kharif,0.1,Maize,3075
27.486144,96.888101,Alluvial,377,Kharif,1.97,Cotton,2215
19.386131,77.846872,Sandy,1000,Rabi,3.17,Potato,20537
16.463745,82.947344,Red,1103,Rabi,2.21,Pulses,1031
34.403103,92.545262,Laterite,664,Kharif,3.03,Oilseeds,1086
11.733232,72.583896,Black (Regur),636,Rabi,1.25,Pulses,1072
30.965408,76.830641,Loamy,845,Rabi,1.42,Vegetables,20698
33.195127,91.475593,Alluvial,885,Zaid,1.8,Pulses,959
12.564161,85.867828,Laterite,1230,Rabi,0.1,Jute,2599
19.381413,82.663106,Laterite,1021,Kharif,0.61,Sugarcane,58996
18.290931,69.103154,Laterite,836,Zaid,1.59,Oilseeds,1103
13.230821,95.247285,Loamy,801,Rabi,2.49,Wheat,3717
26.609725,71.915156,Loamy,443,Kharif,3.06,Wheat,2587
26.893939,85.531484,Alluvial,1007,Kharif,1.14,Millets,1817
23.882895,77.208216,Laterite,985,Kharif,2.4,Jute,2391
11.235398,72.404961,Red,1271,Kharif,1.1,Wheat,2629
23.107556,75.996037,Loamy,735,Rabi,1.17,Potato,28064
22.86587,69.496422,Alluvial,835,Kharif,0.99,Rice,3178
12.922032,85.58558,Sandy,780,Rabi,0.29,Jute,2267
13.449046,90.372875,Clay,1396,Kharif,1.17,Oilseeds,1094
30.353403,95.130827,Black (Regur),740,Kharif,3.1,Oilseeds,1315
11.952346,94.423175,Red,537,Zaid,2.67,Millets,1177
32.266107,81.37185,Alluvial,1159,Kharif,2.39,Maize,3535
24.622106,71.758123,Alluvial,868,Kharif,0.94,Sugarcane,77319
16.308248,81.598758,Sandy,625,Kharif,0.46,Oilseeds,946
13.726549,88.474766,Black (Regur),415,Rabi,2.33,Sugarcane,74090
26.221837,70.297885,Loamy,499,Rabi,1.63,Oilseeds,1307
30.605634,73.197133,Black (Regur),1326,Kharif,2.89,Pulses,821
26.154531,70.670724,Clay,460,Kharif,0.52,Rice,2996
12.103452,83.672047,Black (Regur),707,Rabi,1.77,Jute,2794
33.113117,76.984229,Black (Regur),1686,Rabi,0.1,Vegetables,14995
19.115429,71.762893,Red,1539,Kharif,0.1,Rice,2669
34.914146,71.2361,Red,943,Rabi,3.36,Pulses,1012
18.526714,79.256169,Sandy,975,Kharif,2.08,Sugarcane,56673
31.098974,72.550885,Clay,976,Rabi,1.85,Rice,3218
26.092984,96.761763,Laterite,705,Kharif,0.53,Oilseeds,1223
24.621812,80.558273,Laterite,406,Kharif,2.52,Pulses,747
19.681226,68.219185,Black (Regur),929,Rabi,2.91,Pulses,1184
18.091676,96.857887,Sandy,631,Kharif,2.66,Wheat,2099
22.476221,93.350844,Clay,781,Rabi,1.61,Vegetables,16958
25.343228,87.58024,Loamy,541,Kharif,0.1,Potato,23082
22.713415,68.31811,Black (Regur),420,Kharif,1.88,Pulses,871
16.101994,72.941491,Loamy,898,Zaid,0.1,Vegetables,15547
21.011915,72.987838,Alluvial,772,Rabi,3.4,Rice,3648
11.487587,70.267437,Clay,1063,Kharif,2.22,Potato,20855
24.605092,94.848879,Loamy,385,Kharif,2.22,Potato,23847
21.335259,91.581474,Clay,1680,Kharif,1.19,Vegetables,15649
31.034391,90.206458,Black (Regur),924,Rabi,2.79,Millets,1698
28.194931,78.179734,Loamy,941,Kharif,1.14,Oilseeds,1333
21.097322,95.973427,Sandy,778,Kharif,0.41,Potato,18241
19.955194,76.519371,Clay,567,Kharif,0.1,Millets,1554
33.237084,86.804012,Clay,1416,Kharif,0.33,Jute,2060
10.702612,87.303127,Black (Regur),799,Kharif,0.7,Millets,1683
22.298689,87.992686,Laterite,939,Kharif,1.51,Wheat,2387
22.444767,88.222237,Red,859,Kharif,2.27,Rice,3063
33.8089,87.369863,Clay,775,Kharif,1.14,Wheat,2696
11.572449,87.363642,Loamy,1524,Rabi,0.98,Maize,3252
26.163141,70.233568,Black (Regur),847,Zaid,2.75,Millets,1568
15.076756,91.031573,Red,700,Rabi,2.22,Rice,3132
15.278283,80.996958,Black (Regur),991,Zaid,2.64,Millets,1486
22.867384,80.721981,Sandy,1305,Rabi,0.51,Wheat,2137
23.711975,75.392592,Black (Regur),463,Kharif,1.53,Rice,3251
18.738305,72.47242,Red,577,Zaid,0.85,Oilseeds,970
31.211352,91.037643,Clay,944,Kharif,2.67,Oilseeds,1164
33.71366,78.588091,Loamy,1862,Kharif,2.89,Millets,1338
31.466907,78.031852,Clay,944,Kharif,0.1,Maize,3396
26.170187,76.816675,Black (Regur),707,Rabi,0.67,Wheat,3657
28.221415,72.128317,Laterite,1121,Kharif,1.48,Pulses,776
25.69371,82.740682,Clay,953,Rabi,1.45,Jute,2525
27.82783,79.962482,Laterite,735,Rabi,0.35,Millets,1674
12.096225,85.090699,Alluvial,1175,Kharif,2.86,Oilseeds,1498
9.259547,88.688256,Laterite,462,Kharif,0.1,Wheat,2373
30.972184,69.88675,Clay,362,Kharif,1.54,Cotton,1733
19.720815,91.93987,Loamy,531,Rabi,4.42,Vegetables,18223
31.001745,91.396499,Clay,950,Kharif,1.88,Potato,21442
12.621398,78.912857,Laterite,977,Kharif,1.34,Wheat,2800
24.842141,90.941018,Alluvial,931,Rabi,1.57,Wheat,3704
32.390166,80.278556,Clay,745,Rabi,1.59,Maize,3799
20.386526,75.057986,Laterite,1083,Rabi,1.68,Oilseeds,1275
25.24777,91.086199,Red,716,Kharif,1.22,Sugarcane,71020
17.952286,90.453283,Sandy,489,Kharif,1.88,Cotton,1542
11.098676,72.401914,Clay,715,Zaid,1.62,Millets,1537
25.733673,76.409403,Black (Regur),431,Kharif,0.1,Oilseeds,1087
9.442556,83.852139,Laterite,751,Rabi,1.56,Cotton,2171
23.943449,80.362455,Loamy,661,Rabi,3.35,Jute,2561
28.288066,93.661646,Black (Regur),1256,Rabi,2.21,Rice,3922
13.944542,85.97829,Laterite,1213,Kharif,2.95,Millets,1377
13.560799,71.752747,Loamy,872,Rabi,2.07,Oilseeds,1484
28.909339,74.48568,Red,1005,Rabi,0.1,Vegetables,18980
34.678736,93.222619,Alluvial,308,Kharif,1.17,Cotton,2128
20.72598,68.427864,Black (Regur),905,Rabi,2.57,Vegetables,18326
34.02194,94.955764,Alluvial,1788,Kharif,2.51,Sugarcane,58347
18.843804,91.886637,Loamy,687,Rabi,1.76,Sugarcane,77072
28.124123,96.02305,Laterite,976,Kharif,5.93,Rice,2823
12.449578,81.548844,Sandy,1226,Rabi,1.7,Maize,3376
13.086008,93.710778,Loamy,501,Kharif,0.1,Wheat,2806
17.154919,68.965068,Black (Regur),767,Rabi,0.1,Vegetables,20546
26.828292,86.303429,Red,1580,Rabi,2.48,Millets,1372
11.05158,78.78493,Sandy,610,Kharif,2.79,Wheat,2288
13.629596,96.946923,Laterite,609,Kharif,0.1,Vegetables,14695
13.769334,89.977993,Laterite,1184,Kharif,0.65,Pulses,812
18.252379,81.346114,Sandy,1238,Kharif,2.82,Millets,1425
20.429406,78.860303,Loamy,1157,Zaid,0.1,Wheat,2679
10.400991,79.525134,Laterite,1039,Kharif,1.34,Potato,19176
21.64904,93.812298,Sandy,1208,Zaid,1.68,Millets,1214
21.032385,80.393834,Loamy,872,Rabi,1.92,Cotton,2661
25.728481,80.144906,Red,979,Rabi,0.15,Millets,1710
23.08289,81.511209,Sandy,945,Kharif,0.79,Potato,18562
34.694911,90.707617,Alluvial,739,Kharif,4.43,Vegetables,20047
22.721209,73.377275,Laterite,743,Rabi,0.1,Maize,3101
9.131665,77.340462,Laterite,761,Kharif,2.09,Rice,2928
12.068466,81.228658,Laterite,948,Kharif,1.69,Oilseeds,1194
33.51481,72.603571,Loamy,467,Kharif,1.42,Potato,22454
34.664153,90.247769,Sandy,1048,Rabi,0.1,Oilseeds,1140
28.120114,94.555147,Laterite,949,Rabi,1.68,Vegetables,17765
17.828323,77.627811,Sandy,715,Rabi,1.07,Potato,20284
22.806338,81.141013,Loamy,1197,Zaid,1.32,Oilseeds,1180
22.067786,69.653405,Loamy,1251,Kharif,3.39,Jute,2659
15.827885,78.364973,Black (Regur),1312,Rabi,2.51,Oilseeds,1307
30.101351,76.514704,Clay,1287,Rabi,0.34,Pulses,964
24.443232,72.237359,Red,1493,Kharif,0.1,Wheat,2601
28.793136,70.609224,Black (Regur),872,Rabi,2.24,Oilseeds,1516
33.158983,73.878098,Clay,816,Kharif,1.38,Potato,24645
21.587763,89.825753,Laterite,1134,Kharif,1.51,Millets,1512
11.414865,87.644447,Red,442,Kharif,1.59,Cotton,1634
15.623468,97.332822,Alluvial,678,Rabi,2.55,Pulses,1110
26.862603,96.740633,Clay,508,Kharif,1.38,Potato,19490
12.018771,81.600797,Loamy,1024,Kharif,2.32,Pulses,1048
9.33966,76.604091,Loamy,390,Zaid,1.32,Maize,3111
28.697284,84.039514,Clay,1202,Kharif,0.1,Potato,23956
17.969374,83.7654,Red,1261,Rabi,1.62,Jute,2780
17.35861,94.868245,Alluvial,333,Kharif,1.45,Sugarcane,69465
34.193618,92.959058,Loamy,905,Rabi,0.91,Oilseeds,1621
30.51823,95.240588,Black (Regur),840,Kharif,0.89,Oilseeds,1426
22.385831,96.618288,Laterite,1441,Rabi,1.9,Cotton,1649
11.914882,74.683946,Laterite,1213,Kharif,1.35,Wheat,2422
21.31701,80.7218,Laterite,996,Kharif,0.11,Rice,2817
9.190241,76.898551,Alluvial,1036,Rabi,0.1,Cotton,2585
13.0815,78.370243,Alluvial,894,Kharif,0.53,Vegetables,17917
31.516297,91.033663,Sandy,776,Kharif,1.27,Vegetables,15031
13.967447,73.650652,Red,900,Kharif,1.39,Wheat,3029
31.410662,82.004107,Loamy,198,Rabi,2.62,Maize,3244
19.662526,83.170405,Black (Regur),1053,Kharif,1.44,Wheat,3099
28.962526,88.789562,Sandy,1204,Rabi,2.19,Pulses,845
28.244797,88.267873,Clay,665,Kharif,1.17,Pulses,801
32.605753,91.671874,Loamy,1347,Kharif,1.64,Millets,1342
22.373215,87.957301,Alluvial,574,Kharif,2.44,Wheat,3067
9.779536,96.768621,Red,1070,Kharif,0.49,Cotton,2129
21.725528,90.562102,Clay,823,Rabi,3.6,Millets,1886
21.085223,85.79338,Black (Regur),731,Zaid,1.45,Oilseeds,1097
21.456888,74.809243,Laterite,856,Kharif,0.1,Oilseeds,1174
18.522407,88.036529,Laterite,537,Kharif,0.1,Millets,1347
21.535157,81.747644,Red,666,Rabi,1.56,Jute,2530
23.032051,96.101125,Alluvial,1010,Zaid,1.09,Oilseeds,1201
20.170294,69.061443,Laterite,1062,Rabi,0.72,Maize,3320
16.592641,79.477874,Clay,699,Kharif,0.1,Millets,1436
21.087554,93.203368,Sandy,866,Kharif,3.1,Pulses,822
29.077946,76.390907,Alluvial,1448,Kharif,2.14,Jute,2523
8.739746,94.294615,Red,61,Kharif,3.13,Pulses,663
14.716294,74.921352,Red,993,Rabi,1.26,Potato,22278
8.54208,77.620447,Black (Regur),581,Rabi,2.18,Pulses,941
20.916747,68.655975,Red,598,Kharif,2.49,Oilseeds,996
13.662479,82.653576,Clay,678,Rabi,2.9,Jute,2743
21.666172,92.996356,Clay,1022,Kharif,0.83,Potato,21009
19.055752,74.663636,Loamy,820,Zaid,0.1,Vegetables,15796
23.576778,83.666378,Black (Regur),1023,Kharif,0.1,Potato,24277
19.905038,83.928454,Laterite,897,Kharif,2.94,Millets,1492
32.224656,86.521396,Sandy,716,Rabi,1.11,Oilseeds,1123
22.649782,86.125458,Clay,1342,Zaid,0.73,Rice,2440
20.718384,75.091031,Loamy,800,Rabi,2.72,Jute,3209
25.433006,92.956026,Red,759,Rabi,0.77,Vegetables,16629
11.122861,73.661522,Laterite,771,Rabi,2.78,Pulses,920
13.554739,76.045003,Alluvial,1045,Kharif,0.1,Maize,3802
34.504139,82.332338,Alluvial,1107,Kharif,0.87,Potato,27275
32.661264,87.814326,Alluvial,1208,Kharif,0.1,Cotton,2130
21.756835,71.558957,Loamy,1560,Rabi,0.64,Potato,23505
14.547114,71.607167,Clay,1142,Kharif,0.1,Cotton,2282
